제목,작성자,작성일,조회수,좋아요
N/A,흐음냐륑,N/A,N/A,N/A
수능 자리표,공상수,2024.11.13.,218,N/A
N/A,공상수,N/A,N/A,N/A
[문제질문] 사회문화 질문,klsdckenwhwbak,2024.11.13.,96,N/A
N/A,klsdckenwhwbak,N/A,N/A,N/A
수능 보다가 중간에 한과목 안 볼수도 있나요? 학교번호 같은거 안 적으면 그렇게 되나요? 근데 감독관님이 확인하셔서 어차피 그럴 일은 없나요?,온점점,2024.11.13.,198,N/A
N/A,온점점,N/A,N/A,N/A
"[서울권] [경희대 한의대, 한양대 인문논술 2관왕]경희대 사회계, 고려대 Final 수업 모집합니다.(마감 임박)",JDsin,2024.11.13.,50,N/A
N/A,JDsin,N/A,N/A,N/A
수능자리,뽀쁘,2024.11.13.,713,N/A
N/A,뽀쁘,N/A,N/A,N/A
덕성여대 고교추천,안녕사샤요,2024.11.13.,163,N/A
N/A,안녕사샤요,N/A,N/A,N/A
을지대 1차 합격(물치),나를봐줘 대학아,2024.11.13.,231,N/A
N/A,나를봐줘 대학아,N/A,N/A,N/A
6모 해설,ililiillilillllli,2024.11.13.,108,N/A
N/A,ililiillilillllli,N/A,N/A,N/A
[문제질문] 생윤 플라톤 예술,믜이이이이이이잉,2024.11.13.,34,N/A
N/A,믜이이이이이이잉,N/A,N/A,N/A
가채점표 안 붙이고 그냥 쓰려는데,수시3관왕하고싶다,2024.11.13.,497,N/A
N/A,수시3관왕하고싶다,N/A,N/A,N/A
수능 전 영역(제2외국어 제외)을 신청했는데,susijesu,2024.11.13.,160,N/A
N/A,susijesu,N/A,N/A,N/A
감독관 허락,MGYSK,2024.11.13.,267,N/A
N/A,MGYSK,N/A,N/A,N/A
[교재] 2025 수능 기출의 미래,알리시안,2024.11.13.,22,N/A
N/A,알리시안,N/A,N/A,N/A
긴장성 두통 있으신 분들 ㅜㅜ,togoii,2024.11.13.,123,N/A
N/A,togoii,N/A,N/A,N/A
시립대 조기발표,IIiIiilIIiliiiiiIill,2024.11.13.,531,N/A
N/A,IIiIiilIIiliiiiiIill,N/A,N/A,N/A
동국대 9시 고사,liilllillill,2024.11.13.,225,N/A
N/A,liilllillill,N/A,N/A,N/A
왜이렇게 긴장이 될까요..,건국대보내주세요273,2024.11.13.,326,N/A
N/A,건국대보내주세요273,N/A,N/A,N/A
핫팩사용,머지않아 밝게 빛나리,2024.11.13.,188,N/A
N/A,머지않아 밝게 빛나리,N/A,N/A,N/A
카페 음료 수능날 가져가도 되나요?,lliililllliiilll,2024.11.13.,189,N/A
N/A,lliililllliiilll,N/A,N/A,N/A
수능 점심시간,123456대학들날붙여,2024.11.13.,428,N/A
N/A,123456대학들날붙여,N/A,N/A,N/A
교수님들 채점 기준,선유as,2024.11.13.,575,N/A
N/A,선유as,N/A,N/A,N/A
다들 몇 시간 주무시나요?,lliililllliiilll,2024.11.13.,306,N/A
N/A,lliililllliiilll,N/A,N/A,N/A
전주대 문헌정보 Vs 자유 전공 선택??,바람내음 시나브로,2024.11.13.,73,N/A
N/A,바람내음 시나브로,N/A,N/A,N/A
학종반수재수 하신분들계실까요,인디고블루고,2024.11.13.,181,N/A
N/A,인디고블루고,N/A,N/A,N/A
[교재] 2025 백호 추론형 모의고사,알리시안,2024.11.13.,11,N/A
N/A,알리시안,N/A,N/A,N/A
수능 아침,0o0o00o0,2024.11.13.,421,N/A
N/A,0o0o00o0,N/A,N/A,N/A
가채점표,08인데대학자퇴생임,2024.11.13.,307,N/A
N/A,08인데대학자퇴생임,N/A,N/A,N/A
사문 6모 15번 질문,남냠먐,2024.11.13.,142,N/A
N/A,남냠먐,N/A,N/A,N/A
수능 준비물,브라운명쟈,2024.11.13.,702,N/A
N/A,브라운명쟈,N/A,N/A,N/A
수능시계,독서실노숙자,2024.11.13.,217,N/A
N/A,독서실노숙자,N/A,N/A,N/A
수능 후드,수만비,2024.11.13.,368,N/A
N/A,수만비,N/A,N/A,N/A
[미대 수시] 삼육대 아트앤디자인학과 수능 봐야하나요?,소금에절여진배추,2024.11.13.,164,N/A
N/A,소금에절여진배추,N/A,N/A,N/A
다들 좋은 결과 있으시기를 바랍니다,ililiiilliliilll,2024.11.13.,98,N/A
N/A,ililiiilliliilll,N/A,N/A,N/A
"수능장에서 행동 질문,,",대학저요제발저,2024.11.13.,360,N/A
N/A,대학저요제발저,N/A,N/A,N/A
[학습자료] [작년 지구과학 9모 4등급->수능 1등급] 수능 전에 반드시 봐야할 지구과학 총정리(총 118문항),michael4,2024.11.13.,39,N/A
N/A,michael4,N/A,N/A,N/A
2선택시간에 1선택 가채점표 작성,le32ulet,2024.11.13.,408,N/A
N/A,le32ulet,N/A,N/A,N/A
홉스 루소 도와주세요ㅠㅠ,ililiillilillllli,2024.11.13.,150,N/A
N/A,ililiillilillllli,N/A,N/A,N/A
대학교 면접,moongi,2024.11.13.,177,N/A
N/A,moongi,N/A,N/A,N/A
영어 재작년 수능도 풀어봐야겠죠,iilllllllli,2024.11.13.,163,N/A
N/A,iilllllllli,N/A,N/A,N/A
[문제질문] 윤사 베이컨,bobo1,2024.11.13.,60,N/A
N/A,bobo1,N/A,N/A,N/A
생윤난이도,illlililli,2024.11.13.,199,N/A
N/A,illlililli,N/A,N/A,N/A
가채점표,윤쫑쫑쫑,2024.11.13.,287,N/A
N/A,윤쫑쫑쫑,N/A,N/A,N/A
경찰대 사관학교 시작하는 수험생에게 추천 하는 강좌,광릉한샘기숙학원1,2024.11.13.,12,N/A
N/A,광릉한샘기숙학원1,N/A,N/A,N/A
에이포용지 수험표,Aㅌㅇ,2024.11.13.,69,N/A
N/A,Aㅌㅇ,N/A,N/A,N/A
[건대] 건대 자전,이대가서연대와소개팅,2024.11.13.,440,N/A
N/A,이대가서연대와소개팅,N/A,N/A,N/A
1차 합격 후 2차 면접 시간요...,이탈리아,2024.11.13.,179,N/A
N/A,이탈리아,N/A,N/A,N/A
[칼럼] 수능 전날과 당일 식사는?,dxyz88,2024.11.13.,502,N/A
N/A,dxyz88,N/A,N/A,N/A
수능 가채점표,08인데대학자퇴생임,2024.11.13.,259,N/A
N/A,08인데대학자퇴생임,N/A,N/A,N/A
계명대 사학과,먹음이,2024.11.13.,34,N/A
N/A,먹음이,N/A,N/A,N/A
안산대 2차,잠실의예수,2024.11.13.,90,N/A
N/A,잠실의예수,N/A,N/A,N/A
"[자료] 수능전 수학영역 체크 리스트 [수1,수2,미적분](3~5등급용)",헤이야치,2024.11.13.,175,N/A
N/A,헤이야치,N/A,N/A,N/A
성신 면접,skxjsodo,2024.11.13.,316,N/A
N/A,skxjsodo,N/A,N/A,N/A
수능 때 폰 안가져가면 빨리 나올 수 있나요?,klsdckenwhwbak,2024.11.13.,660,N/A
N/A,klsdckenwhwbak,N/A,N/A,N/A
수정테이프도 매시간마다 감독관한테 검사맡아야 하나요?,wewe444,2024.11.13.,279,N/A
N/A,wewe444,N/A,N/A,N/A
가채점표 지우라는거는 무슨말이에요?,Manga,2024.11.13.,706,N/A
N/A,Manga,N/A,N/A,N/A
"수능 탐구 이름,수험번호 적을 때 부정행위",ijijijijjjiijji,2024.11.13.,235,N/A
N/A,ijijijijjjiijji,N/A,N/A,N/A
[미대 정시] 한국사 공부 해야하나요?,고3생존기,2024.11.13.,327,N/A
N/A,고3생존기,N/A,N/A,N/A
아리스토텔레스 기하학적,김soso,2024.11.13.,47,N/A
N/A,김soso,N/A,N/A,N/A
수능 생명 콩즙 요소분해,듀뎌지,2024.11.13.,63,N/A
N/A,듀뎌지,N/A,N/A,N/A
수능 준비물 질문,도치이,2024.11.13.,276,N/A
N/A,도치이,N/A,N/A,N/A
수능시계 이거 괜찮나요?,날아라슈퍼맨배트맨,2024.11.13.,269,N/A
N/A,날아라슈퍼맨배트맨,N/A,N/A,N/A
울산대 간호 vs 가천대 간호,dheoanebu,2024.11.13.,256,N/A
N/A,dheoanebu,N/A,N/A,N/A
수능준비물 실내화 꼭 필수인가요?,샤랄라2212,2024.11.13.,902,N/A
N/A,샤랄라2212,N/A,N/A,N/A
수능자리 1번인데,chicago,2024.11.13.,317,N/A
N/A,chicago,N/A,N/A,N/A
짝수형 영어 찍특 vs 안나온번호,liiliiiiill,2024.11.13.,419,N/A
N/A,liiliiiiill,N/A,N/A,N/A
호서대 vs 백석대,작별하지않는다,2024.11.13.,209,N/A
N/A,작별하지않는다,N/A,N/A,N/A
수능 전날 공부,ekne0829,2024.11.13.,322,N/A
N/A,ekne0829,N/A,N/A,N/A
수시모집 서류도착확인은 우편으로 간 서류 말하는거죠?,햇살마당2,2024.11.13.,16,N/A
N/A,햇살마당2,N/A,N/A,N/A
한양대 결과 나온건가요?,jbwert12345,2024.11.13.,479,N/A
N/A,jbwert12345,N/A,N/A,N/A
23학년도 4월모고 영어 난이도 어땠는지 아시는분 있나요?,엡어,2024.11.13.,70,N/A
N/A,엡어,N/A,N/A,N/A
수능날…,m16a16m16,2024.11.13.,315,N/A
N/A,m16a16m16,N/A,N/A,N/A
확통 개념 질문,인생은 쓰,2024.11.13.,33,N/A
N/A,인생은 쓰,N/A,N/A,N/A
"개인소지 컴싸,연필 써도 되는건가요?",ililliliililil,2024.11.13.,377,N/A
N/A,ililliliililil,N/A,N/A,N/A
[문제질문] 정법 배상명령제도,llliililliilil,2024.11.13.,65,N/A
N/A,llliililliilil,N/A,N/A,N/A
생윤 직업 귀천,06606060600,2024.11.13.,63,N/A
N/A,06606060600,N/A,N/A,N/A
가채점표,참고 견디자,2024.11.13.,420,N/A
N/A,참고 견디자,N/A,N/A,N/A
교원대 최저,eduye,2024.11.13.,214,N/A
N/A,eduye,N/A,N/A,N/A
수능 시험실 배치가 어떻게 되나요??,도래미도래,2024.11.13.,210,N/A
N/A,도래미도래,N/A,N/A,N/A
님들 근데 너무 긴장해서 국어 감이 날아가진 않겠죠,자퇴생눈설탕,2024.11.13.,150,N/A
N/A,자퇴생눈설탕,N/A,N/A,N/A
에어팟 가져가도되나요?,Shauaj,2024.11.13.,512,N/A
N/A,Shauaj,N/A,N/A,N/A
사문 질문,논술로대학골라가기,2024.11.13.,118,N/A
N/A,논술로대학골라가기,N/A,N/A,N/A
예비고2 이과지망아이는 겨울방학때?,우리도시작,2024.11.13.,55,N/A
N/A,우리도시작,N/A,N/A,N/A
생윤 질문,교학공,2024.11.13.,94,N/A
N/A,교학공,N/A,N/A,N/A
생명1,ㅎ모,2024.11.13.,64,N/A
N/A,ㅎ모,N/A,N/A,N/A
경기대1차..,대학가좌잣,2024.11.13.,820,N/A
N/A,대학가좌잣,N/A,N/A,N/A
[공모] 2024 미래바다 아이디어 공모전 참고하세요~,정정모리,2024.11.13.,13,N/A
N/A,정정모리,N/A,N/A,N/A
대진대,셤이코앞,2024.11.13.,208,N/A
N/A,셤이코앞,N/A,N/A,N/A
수능 가채점표말고,wuduejse,2024.11.13.,411,N/A
N/A,wuduejse,N/A,N/A,N/A
영어듣기 스피커 바로 앞인데,빱뽀뽀,2024.11.13.,376,N/A
N/A,빱뽀뽀,N/A,N/A,N/A
사문황분들 도와주세요ㅠㅠ,lilllililllliil,2024.11.13.,165,N/A
N/A,lilllililllliil,N/A,N/A,N/A
수능날 국어 영어 예열지문,iililililililililll,2024.11.13.,663,N/A
N/A,iililililililililll,N/A,N/A,N/A
메가패스 어떤 종류를 선택하나요?,비타민약,2024.11.13.,216,N/A
N/A,비타민약,N/A,N/A,N/A
수능 영어 듣기 시간에,llllllll1ll1,2024.11.13.,323,N/A
N/A,llllllll1ll1,N/A,N/A,N/A
"경동, 배재, 상지 (간호)",potato0,2024.11.13.,155,N/A
N/A,potato0,N/A,N/A,N/A
삼반수해서 수도권 전문대 물치,미국산파김치,2024.11.13.,214,N/A
N/A,미국산파김치,N/A,N/A,N/A
수시 교과 점공 계산프로그램 ... 이거 정확도가 어떤가요?,언녕아,2024.11.13.,228,N/A
N/A,언녕아,N/A,N/A,N/A
한반에 28명은 많은거같아요,뜨거운합격은없다,2024.11.13.,536,N/A
N/A,뜨거운합격은없다,N/A,N/A,N/A
수능날 공부할 거 아예,kukle,2024.11.13.,231,N/A
N/A,kukle,N/A,N/A,N/A
캔음료,디락다락,2024.11.13.,75,N/A
N/A,디락다락,N/A,N/A,N/A
수능 쉬는 시간 참고서 같은거,라쿤인척너구리,2024.11.13.,307,N/A
N/A,라쿤인척너구리,N/A,N/A,N/A
지금 수험생들 뭐하나요?,공부만공부,2024.11.13.,653,N/A
N/A,공부만공부,N/A,N/A,N/A
공군 비행때문에 시끄러워 죽겠네요,일이이공,2024.11.13.,396,N/A
N/A,일이이공,N/A,N/A,N/A
수능 신분확인,물리화학미적분,2024.11.13.,124,N/A
N/A,물리화학미적분,N/A,N/A,N/A
그냥 세지하다가 궁금해진건데..,25학번 미대생,2024.11.13.,230,N/A
N/A,25학번 미대생,N/A,N/A,N/A
인가대 예비,앙앙앙버터,2024.11.13.,217,N/A
N/A,앙앙앙버터,N/A,N/A,N/A
수시 2차 간호학과,Ssyy1,2024.11.13.,216,N/A
N/A,Ssyy1,N/A,N/A,N/A
인적사항 질문 올려요..!,말챠빵,2024.11.13.,41,N/A
N/A,말챠빵,N/A,N/A,N/A
수능 때 후드집업 모자 뒤집어쓰기,lilliiililiilililiil,2024.11.13.,727,N/A
N/A,lilliiililiilililiil,N/A,N/A,N/A
수능때 책상흔들림 방지용으로,물리화학미적분,2024.11.13.,416,N/A
N/A,물리화학미적분,N/A,N/A,N/A
여러분 모두 화이팅,Liiiiikk,2024.11.13.,21,N/A
N/A,Liiiiikk,N/A,N/A,N/A
수능때 필통,m16a16m16,2024.11.13.,451,N/A
N/A,m16a16m16,N/A,N/A,N/A
답변 부탁드랴요.. 수능때,정신차리자할수있다,2024.11.13.,186,N/A
N/A,정신차리자할수있다,N/A,N/A,N/A
홍세 미대vs성신 미대,미도리79,2024.11.13.,665,N/A
N/A,미도리79,N/A,N/A,N/A
수능때 수능시계 책상에다 붙여놔도,물리화학미적분,2024.11.13.,424,N/A
N/A,물리화학미적분,N/A,N/A,N/A
수능 안내,수능느으능,2024.11.13.,117,N/A
N/A,수능느으능,N/A,N/A,N/A
평택대 - ICT융합학부 ( 미디어 디자인 ),6 합격하자아아,2024.11.13.,106,N/A
N/A,6 합격하자아아,N/A,N/A,N/A
면접 준비 기간,시켜줘간호25,2024.11.13.,107,N/A
N/A,시켜줘간호25,N/A,N/A,N/A
유원대 간호 예비 123번 붙을 수 있을까요..?,Yoonwon06,2024.11.13.,209,N/A
N/A,Yoonwon06,N/A,N/A,N/A
경기대,뀽꿍꿍,2024.11.13.,1003,N/A
N/A,뀽꿍꿍,N/A,N/A,N/A
불안하고 긴장돼서 영 멘탈이 털리는 것 같은 당신에게,대장장이휴,2024.11.13.,304,N/A
N/A,대장장이휴,N/A,N/A,N/A
자리 번호,worhhdz,2024.11.13.,183,N/A
N/A,worhhdz,N/A,N/A,N/A
생윤 진짜 간단한거 한번만 도와주세요,ㅇㅐ용,2024.11.13.,157,N/A
N/A,ㅇㅐ용,N/A,N/A,N/A
수능컴싸,iililililililiililil,2024.11.13.,261,N/A
N/A,iililililililiililil,N/A,N/A,N/A
코감기 걸려서 민폐일 거 같은데,Jasueunsu,2024.11.13.,410,N/A
N/A,Jasueunsu,N/A,N/A,N/A
수험장 직접 와봤는데,나도갈거,2024.11.13.,591,N/A
N/A,나도갈거,N/A,N/A,N/A
"황영웅 , 진달래 , 피프티피프티 ,B.A.P 는 .... 아까운 가수들이네요 ....",코끼리리,2024.11.13.,234,N/A
N/A,코끼리리,N/A,N/A,N/A
기출문제,둘리맘이에요,2024.11.13.,140,N/A
N/A,둘리맘이에요,N/A,N/A,N/A
본인확인,돌맹돌맹이,2024.11.13.,151,N/A
N/A,돌맹돌맹이,N/A,N/A,N/A
수능답지,일이이공,2024.11.13.,249,N/A
N/A,일이이공,N/A,N/A,N/A
수능 시험지,lllillillililll,2024.11.13.,183,N/A
N/A,lllillillililll,N/A,N/A,N/A
경희대 경영 외대 Lt 시립대 경영,경사리,2024.11.13.,442,N/A
N/A,경사리,N/A,N/A,N/A
수능 한국사 화장실,고삼댕잉,2024.11.13.,241,N/A
N/A,고삼댕잉,N/A,N/A,N/A
수능 몇시에 가야해요?,ㅇ히,2024.11.13.,415,N/A
N/A,ㅇ히,N/A,N/A,N/A
수능 안보는 과목,제발대학가고시ㅍ어요,2024.11.13.,169,N/A
N/A,제발대학가고시ㅍ어요,N/A,N/A,N/A
건글은!조기발표!,llelekelrkrkrk,2024.11.13.,646,N/A
N/A,llelekelrkrkrk,N/A,N/A,N/A
정법 중요파트,k죄수생,2024.11.13.,60,N/A
N/A,k죄수생,N/A,N/A,N/A
미3누 유명해졋네요,인하가드아아ㅏ아아아,2024.11.13.,564,N/A
N/A,인하가드아아ㅏ아아아,N/A,N/A,N/A
수능 34311맞으면 어디갈까요,정시로외대노어노문,2024.11.13.,644,N/A
N/A,정시로외대노어노문,N/A,N/A,N/A
수험장 자리 배치 이거 진짠가요?,lilillililillili,2024.11.13.,1104,N/A
N/A,lilillililillili,N/A,N/A,N/A
짝수형이면 탐구도 답배열 다른가요?,llliiilili11,2024.11.13.,466,N/A
N/A,llliiilili11,N/A,N/A,N/A
전남대 전기전자공학과,oooio2,2024.11.13.,88,N/A
N/A,oooio2,N/A,N/A,N/A
오늘 학교에서 수능 선물로,25학번임,2024.11.13.,679,N/A
N/A,25학번임,N/A,N/A,N/A
28번 자리 창가 맞나요?,aowudhs,2024.11.13.,271,N/A
N/A,aowudhs,N/A,N/A,N/A
주요19개 대학 수능 이후 실시 논술고사 최초·실질 경쟁률 비교(경영·전자공학과),쿨쿨 zzZ,2024.11.13.,206,N/A
N/A,쿨쿨 zzZ,N/A,N/A,N/A
"수험장 학교랑 교실 알고 있으면 , 오늘 예비소집 안가도 되나요?",마지막 승부수,2024.11.13.,537,N/A
N/A,마지막 승부수,N/A,N/A,N/A
[건동홍숙수시] 2점중반,멍딱지,2024.11.13.,612,N/A
N/A,멍딱지,N/A,N/A,N/A
작년이랑 같은학교네요,llliiilliillliiil,2024.11.13.,117,N/A
N/A,llliiilliillliiil,N/A,N/A,N/A
자리 배치 지그재그로,수만휭,2024.11.13.,890,N/A
N/A,수만휭,N/A,N/A,N/A
짝수는 답 배치만 바뀌고 개수는 거의 비슷한가요??,ililillililllil,2024.11.13.,579,N/A
N/A,ililillililllil,N/A,N/A,N/A
수능 신분증 어떤거,Hhdjdidiw,2024.11.13.,249,N/A
N/A,Hhdjdidiw,N/A,N/A,N/A
합격하신분들,lllllIIIIIlllllIlIlI,2024.11.13.,401,N/A
N/A,lllllIIIIIlllllIlIlI,N/A,N/A,N/A
눈물날거같아요ㅠㅠ 짝수라니,제발합격합격최초합,2024.11.13.,1147,N/A
N/A,제발합격합격최초합,N/A,N/A,N/A
생윤 질문 마지막으로 하나만 물을게여!!,히히헤헿허허,2024.11.13.,89,N/A
N/A,히히헤헿허허,N/A,N/A,N/A
예비소집,곧억만장자,2024.11.13.,230,N/A
N/A,곧억만장자,N/A,N/A,N/A
수능장에 요약노트 가지고 가면 안되나요?,공부만하는,2024.11.13.,365,N/A
N/A,공부만하는,N/A,N/A,N/A
동국대....,쏘이지77,2024.11.13.,906,N/A
N/A,쏘이지77,N/A,N/A,N/A
수능 자리,대학붙여주세요제발ㅇ,2024.11.13.,359,N/A
N/A,대학붙여주세요제발ㅇ,N/A,N/A,N/A
팔이 안 올려진다 ㅋㅋ,뿌리잉,2024.11.13.,123,N/A
N/A,뿌리잉,N/A,N/A,N/A
일단 짝수긴 한데,광고홍보학과 25학번,2024.11.13.,571,N/A
N/A,광고홍보학과 25학번,N/A,N/A,N/A
미적 수학 76이면 보통 2뜨나요,메디컬 드가장,2024.11.13.,350,N/A
N/A,메디컬 드가장,N/A,N/A,N/A
짝수 영어 40번,우우우에,2024.11.13.,401,N/A
N/A,우우우에,N/A,N/A,N/A
제2외국어 포기 질문,ilililililliliiiilii,2024.11.13.,209,N/A
N/A,ilililililliliiiilii,N/A,N/A,N/A
수정테이프 위 답 마킹,다 잘된다,2024.11.13.,273,N/A
N/A,다 잘된다,N/A,N/A,N/A
한국사 4등급 가능?,IllllIlIlIlllllIlllI,2024.11.13.,308,N/A
N/A,IllllIlIlIlllllIlllI,N/A,N/A,N/A
수능 자리배치 알려드려요,dreambig47,2024.11.13.,5657,N/A
N/A,dreambig47,N/A,N/A,N/A
고사장이 6×4인 곳도 있나요?,그냥붙어만주세요,2024.11.13.,360,N/A
N/A,그냥붙어만주세요,N/A,N/A,N/A
"짝수형, 맨 뒷자리 깔아드립니다",배간,2024.11.13.,365,N/A
N/A,배간,N/A,N/A,N/A
고3…,냠냠념굿굳,2024.11.13.,286,N/A
N/A,냠냠념굿굳,N/A,N/A,N/A
수능성적표 어떻게 확인하게되나요?,Qun3,2024.11.13.,75,N/A
N/A,Qun3,N/A,N/A,N/A
홀수 9번자리,수시ㅍr이터,2024.11.13.,251,N/A
N/A,수시ㅍr이터,N/A,N/A,N/A
자리 어떻게 봐요??,2un111,2024.11.13.,198,N/A
N/A,2un111,N/A,N/A,N/A
수능 당일 휴대폰 가지고가도 되나요?,킹고래밥,2024.11.13.,598,N/A
N/A,킹고래밥,N/A,N/A,N/A
짝수,ililliililiiillliiil,2024.11.13.,299,N/A
N/A,ililliililiiillliiil,N/A,N/A,N/A
영어 짝수 홀수,아오오니간호,2024.11.13.,618,N/A
N/A,아오오니간호,N/A,N/A,N/A
급‼️‼️‼️‼️쿠팡에서 수능시계시키면,Iiiiiiiiliiiliili,2024.11.13.,424,N/A
N/A,Iiiiiiiiliiiliili,N/A,N/A,N/A
계대 미대 예비,LllllilllLlilililil,2024.11.13.,203,N/A
N/A,LllllilllLlilililil,N/A,N/A,N/A
다들,성은1022,2024.11.13.,38,N/A
N/A,성은1022,N/A,N/A,N/A
"아주,숭실 학종인데 수능 한국사 최저같은게있나요?",기공06,2024.11.13.,389,N/A
N/A,기공06,N/A,N/A,N/A
고사실 반,블루베리 에이드,2024.11.13.,195,N/A
N/A,블루베리 에이드,N/A,N/A,N/A
날이 많이춥네요 ㅎ,차가운라떼,2024.11.13.,104,N/A
N/A,차가운라떼,N/A,N/A,N/A
사문 2등급 맞출 수 있을까요?,IllIIIlllIIllIll,2024.11.13.,237,N/A
N/A,IllIIIlllIIllIll,N/A,N/A,N/A
최저 영어만 맞추면 되는데,고등학교3학년 옷,2024.11.13.,238,N/A
N/A,고등학교3학년 옷,N/A,N/A,N/A
짝수형이 그렇게 안 좋나요?,25학번 외대 EICC ㄱ,2024.11.13.,4762,N/A
N/A,25학번 외대 EICC ㄱ,N/A,N/A,N/A
내일 수능 예상,최치열,2024.11.13.,630,N/A
N/A,최치열,N/A,N/A,N/A
수능 감독관,ㅍㄴㄷ,2024.11.13.,235,N/A
N/A,ㅍㄴㄷ,N/A,N/A,N/A
07년생 문과 수시 원서 조언해드립니다,아기부엉이25,2024.11.13.,240,N/A
N/A,아기부엉이25,N/A,N/A,N/A
가입인사,대답은 네,2024.11.13.,8,N/A
N/A,대답은 네,N/A,N/A,N/A
짝수형 8번자리 걸렸는데…,우땨땨소녀,2024.11.13.,4756,N/A
N/A,우땨땨소녀,N/A,N/A,N/A
건국대 글로컬 지역인재 교과 경영 예비8번,허허수,2024.11.13.,70,N/A
N/A,허허수,N/A,N/A,N/A
출석,채채합격,2024.11.13.,19,N/A
N/A,채채합격,N/A,N/A,N/A
수능 짝홀수형…………..……….. 답비율?,일지망합격제발제발,2024.11.13.,670,N/A
N/A,일지망합격제발제발,N/A,N/A,N/A
짝수형걸렸는데 질문 몇가지만 봐주세요,이이ㅣ잉이이,2024.11.13.,1110,N/A
N/A,이이ㅣ잉이이,N/A,N/A,N/A
점메추,25학번임,2024.11.13.,91,N/A
N/A,25학번임,N/A,N/A,N/A
을지대 몇시에 발표 나는지 아시는 분 았나요,바계트를먹자,2024.11.13.,429,N/A
N/A,바계트를먹자,N/A,N/A,N/A
수능,경기대 25학번 노현주,2024.11.13.,513,N/A
N/A,경기대 25학번 노현주,N/A,N/A,N/A
수험표만 받고 수능 안치고 싶은데 어떻게해야해요?,팀겅육,2024.11.13.,2759,N/A
N/A,팀겅육,N/A,N/A,N/A
수능장까지 버스로 50분 걸리는데,용양양용,2024.11.13.,500,N/A
N/A,용양양용,N/A,N/A,N/A
한국지리 질문,강으히하하하하하,2024.11.13.,133,N/A
N/A,강으히하하하하하,N/A,N/A,N/A
한양여대,대학아날뽑아라,2024.11.13.,193,N/A
N/A,대학아날뽑아라,N/A,N/A,N/A
사문 평가원 기출,대학가고싶닺ㅂ,2024.11.13.,139,N/A
N/A,대학가고싶닺ㅂ,N/A,N/A,N/A
나이스ㅡ스으ㅡ 홀수혀여ㅓ러어어ㅕ,Llii l1i,2024.11.13.,543,N/A
N/A,Llii l1i,N/A,N/A,N/A
수험표 받으러 갈 때 준비물 있나요?,빵교,2024.11.13.,562,N/A
N/A,빵교,N/A,N/A,N/A
인하대 면접준비,iliilillilililililil,2024.11.13.,581,N/A
N/A,iliilillilililililil,N/A,N/A,N/A
전에 외대 면접형으로 들어왔어요 질문받습니다!!,새내기 할래요,2024.11.13.,350,N/A
N/A,새내기 할래요,N/A,N/A,N/A
수능 종료령 때,25학번6관왕기원,2024.11.13.,479,N/A
N/A,25학번6관왕기원,N/A,N/A,N/A
"동양미래대, 유한대, 연성대",난기요밍,2024.11.13.,167,N/A
N/A,난기요밍,N/A,N/A,N/A
기왕 시험보는 거,ililiiliilii,2024.11.13.,252,N/A
N/A,ililiiliilii,N/A,N/A,N/A
가천대 추합기원 5일차 🍀,5관왕가보자구,2024.11.13.,348,N/A
N/A,5관왕가보자구,N/A,N/A,N/A
남서울대,ililulululuy,2024.11.13.,407,N/A
N/A,ililulululuy,N/A,N/A,N/A
수능 앞으로 D-1,기우제투자맨,2024.11.13.,594,N/A
N/A,기우제투자맨,N/A,N/A,N/A
고대 학우 최저 제2 외국어,Gajjjja,2024.11.13.,416,N/A
N/A,Gajjjja,N/A,N/A,N/A
국어3등급이 목푠데,illllillillli,2024.11.13.,839,N/A
N/A,illllillillli,N/A,N/A,N/A
올해 이투스 8월 생윤 해설지 있으신 분,Iiiiiiiiloli,2024.11.13.,24,N/A
